Timestamp,Battery Voltage
2024-05-21 13:43:57,0.0
2024-05-21 13:43:57,0.0
2024-05-21 13:43:58,0.0
2024-05-21 13:43:58,0.0
2024-05-21 13:43:58,0.0
2024-05-21 13:43:58,0.0
2024-05-21 13:43:58,0.0
2024-05-21 13:43:58,0.0
2024-05-21 13:43:58,0.0
2024-05-21 13:43:58,0.0
2024-05-21 13:43:59,0.0
2024-05-21 13:43:59,0.0
2024-05-21 13:43:59,0.0
2024-05-21 13:43:59,0.0
2024-05-21 13:43:59,0.0
2024-05-21 13:43:59,0.0
2024-05-21 13:43:59,0.0
2024-05-21 13:44:00,0.0
2024-05-21 13:44:00,0.0
2024-05-21 13:44:00,0.0
2024-05-21 13:44:00,0.0
2024-05-21 13:44:00,0.0
2024-05-21 13:44:00,0.030285780669144977
2024-05-21 13:44:00,0.0
2024-05-21 13:44:00,0.0
2024-05-21 13:44:01,0.0
2024-05-21 13:44:01,0.0
2024-05-21 13:44:01,0.0
2024-05-21 13:44:01,0.0
2024-05-21 13:44:01,0.0
2024-05-21 13:44:01,0.0
2024-05-21 13:44:01,0.0
2024-05-21 13:44:02,0.0
2024-05-21 13:44:02,0.0
2024-05-21 13:44:02,0.0
2024-05-21 13:44:02,0.0
2024-05-21 13:44:02,0.0
2024-05-21 13:44:02,0.0
2024-05-21 13:44:02,0.0
2024-05-21 13:44:03,0.0
2024-05-21 13:44:03,0.0
2024-05-21 13:44:03,0.0
2024-05-21 13:44:03,0.030285780669144977
2024-05-21 13:44:03,0.0
2024-05-21 13:44:03,0.0
2024-05-21 13:44:03,0.0
2024-05-21 13:44:03,0.0
2024-05-21 13:44:04,0.0
2024-05-21 13:44:04,0.0
2024-05-21 13:44:04,0.0
2024-05-21 13:44:04,0.0
2024-05-21 13:44:04,0.0
2024-05-21 13:44:04,0.0
2024-05-21 13:44:04,0.0
2024-05-21 13:44:05,0.0
2024-05-21 13:44:05,0.0
2024-05-21 13:44:05,0.0
2024-05-21 13:44:05,0.0
2024-05-21 13:44:05,0.0
2024-05-21 13:44:05,0.0
2024-05-21 13:44:05,0.030285780669144977
2024-05-21 13:44:05,0.0
2024-05-21 13:44:06,0.030285780669144977
2024-05-21 13:44:06,0.0
2024-05-21 13:44:06,0.0
2024-05-21 13:44:06,0.0
2024-05-21 13:44:06,0.0
2024-05-21 13:44:06,0.0
2024-05-21 13:44:06,0.0
2024-05-21 13:44:07,0.0
2024-05-21 13:44:07,0.0
2024-05-21 13:44:07,0.0
2024-05-21 13:44:07,0.0
2024-05-21 13:44:07,0.0
2024-05-21 13:44:07,0.030285780669144977
2024-05-21 13:44:07,0.0
2024-05-21 13:44:07,0.0
2024-05-21 13:44:08,0.0
2024-05-21 13:44:08,0.0
2024-05-21 13:44:08,0.0
2024-05-21 13:44:08,0.0
2024-05-21 13:44:08,0.0
2024-05-21 13:44:08,0.0
2024-05-21 13:44:08,0.0
2024-05-21 13:44:09,0.0
2024-05-21 13:44:09,0.0
2024-05-21 13:44:09,0.0
2024-05-21 13:44:09,0.0
2024-05-21 13:44:09,0.0
2024-05-21 13:44:09,0.0
2024-05-21 13:44:09,0.0
2024-05-21 13:44:10,0.0
2024-05-21 13:44:10,0.0
2024-05-21 13:44:10,0.0
2024-05-21 13:44:10,0.0
2024-05-21 13:44:10,0.0
2024-05-21 13:44:10,0.0
2024-05-21 13:44:10,0.0
2024-05-21 13:44:10,0.0
2024-05-21 13:44:11,0.0
2024-05-21 13:44:11,0.0
2024-05-21 13:44:11,0.0
2024-05-21 13:44:11,0.0
2024-05-21 13:44:11,0.0
2024-05-21 13:44:11,0.0
2024-05-21 13:44:11,0.0
2024-05-21 13:44:12,0.0
2024-05-21 13:44:12,0.0
2024-05-21 13:44:12,0.0
2024-05-21 13:44:12,0.0
2024-05-21 13:44:12,0.0
2024-05-21 13:44:12,0.0
2024-05-21 13:44:12,0.0
2024-05-21 13:44:12,0.0
2024-05-21 13:44:13,0.0
2024-05-21 13:44:13,0.030285780669144977
2024-05-21 13:44:13,0.0
2024-05-21 13:44:13,0.0
2024-05-21 13:44:13,0.0
2024-05-21 13:44:13,0.0
2024-05-21 13:44:13,0.0
2024-05-21 13:44:14,0.0
2024-05-21 13:44:14,0.0
2024-05-21 13:44:14,0.030285780669144977
2024-05-21 13:44:14,0.0
2024-05-21 13:44:14,0.0
2024-05-21 13:44:14,0.0
2024-05-21 13:44:14,0.0
2024-05-21 13:44:14,0.0
2024-05-21 13:44:15,0.0
2024-05-21 13:44:15,0.0
2024-05-21 13:44:15,0.0
2024-05-21 13:44:15,0.030285780669144977
2024-05-21 13:44:15,0.0
2024-05-21 13:44:15,0.0
2024-05-21 13:44:15,0.030285780669144977
2024-05-21 13:44:16,0.0
2024-05-21 13:44:16,0.0
2024-05-21 13:44:16,0.0
2024-05-21 13:44:16,0.0
2024-05-21 13:44:16,0.0
2024-05-21 13:44:16,0.0
